id,title,price,currency_id,ITEM_CONDITION,SINGLE_OWNER,BRAND,DOORS,ENGINE,FUEL_TYPE,KILOMETERS,MODEL,TRANSMISSION,TRIM,VEHICLE_YEAR,ENGINE_DISPLACEMENT,LINE,PASSENGER_CAPACITY,POWER,TRACTION_CONTROL,HAS_AIR_CONDITIONING,CYLINDERS,ENGINE_MANUFACTURER,LOADING_CAPACITY,LENGTH,MCO1744-CILIND,MCO1744-TRAC,MCO1744-COMBUS,MCO1744-KMTS
MCO866551977,Ford Fiesta ,47800000,COP,Usado,Sí,Ford,4,1.6,Gasolina,59638 km,Fiesta,Mecánica,1.6 Sportback Titanium,2017,1.6 L,g7,5,120 hp,Delantera
MCO866564332,Chevrolet Spark,18450000,COP,Usado,,Chevrolet,4,1.0,Gasolina,102400 km,Spark GT,Mecánica,1.0,2012,1000 L,,,,Delantera
MCO865937369,Suzuki Alto 800,33000000,COP,Usado,No,Suzuki,5,0.8,Gasolina,23000 km,Alto,Mecánica,0.8 Std,2019,0.8 L,,5,47 hp,Delantera,Sí
MCO865986212,Mazda 2 2011 1.500 Sedan,35000000,COP,Usado,Sí,Mazda,4,1.5,Gasolina,110000 km,2,Automática,1.5 15nm1 Sedan,2011,1498 cc,,5,102 hp,Delantera,Sí
MCO865947233,Chevrolet Corsa Active 2007,14800000,COP,Usado,,Chevrolet,5,1.4,Gasolina,85800 km,Corsa,Mecánica,1.4 Active,2007,1389 cc,,5,84 hp,Delantera,
MCO865792621,Kia Cerato Pro Sx Mt 1.6l 2ab Abs Fe,60900000,COP,Usado,Sí,Kia,4,DOHC 16V,Gasolina,30000 km,CERATO PRO,Mecánica,SX MT 1.6L 2AB ABS FE,2018,1600 cc,,,,Delantera,Sí
MCO865554993,Chevrolet Captiva Sport,33300000,COP,Usado,,Chevrolet,5,2.4,Gasolina,91000 km,Captiva,Automática,2.4 Sport,2011,2384 cc,,5,169 hp,4x2,Sí
MCO865598586,Chevrolet Optra Advance 1.6 Mec,26490000,COP,Usado,,Chevrolet,4,KOREANO,Gasolina,122000 km,Optra,Mecánica,ADVANCE 1.6 MEC,2012,1600 L,,,,4x2,Sí
MCO865636603,Volkswagen Tcross Trendline 1.6 Mec,74990000,COP,Usado,Sí,Volkswagen,5,ALEMAN,Gasolina,16500 km,T-Cross,Mecánica,TRENDLINE,2020,1600 L,,,,4x2,Sí
MCO865636511,Volkswagen Voyage Comfortline 1.6 Mec,44990000,COP,Usado,Sí,Volkswagen,4,1.6,Gasolina,46000 km,Voyage,Mecánica,1.6 Comfortline,2018,1.6 L,,5,99 hp,Delantera,Sí
MCO865636738,Kia Soul Ex 1.6 Mec,47990000,COP,Usado,,Kia,5,1.6,Gasolina,58000 km,Soul,Mecánica,1.6,2016,1.6 L,,5,124 hp,Delantera,Sí
MCO865509137,Volkswagen Voyage Comfortline 1.6 Mec,43990000,COP,Usado,Sí,Volkswagen,4,1.6,Gasolina,44000 km,Voyage,Mecánica,1.6 Comfortline,2018,1.6 L,,5,99 hp,Delantera,Sí
MCO865508664,Mercedes Benz,79500000,COP,Usado,Sí,Mercedes-Benz,4,1.6,Gasolina,59000 km,Clase C,Automática,1.6 Limited Plus,2015,1.6 L,,5,156 hp,Trasera,Sí
MCO865597705,Nissan Versa 1.6 Sense,49000000,COP,Usado,Sí,Nissan,5,1.6,Gasolina,24500 km,Versa,Automática,Versa 1.6 Sense,2018,,,,,4x2,Sí
MCO865515128,Nissan D22 2011,67000000,COP,Usado,No,Nissan,4,2400,Gasolina,90884 km,D22,Mecánica,frontier,2011,2389 L,,,,4x4,Sí
MCO865654661,Kia Picanto 1.2 Mecánico 2020,39990000,COP,Usado,Sí,Kia,5,1.2,Gasolina,60700 km,Picanto,Mecánica,1.25,2020,1.2 L,,5,83 hp,Delantera,No
MCO865635539,Volkswagen Gol Comforline 1.6 Mecánico 2018,37500000,COP,Usado,Sí,Volkswagen,5,1.6,Gasolina,89204 km,Gol,Automática,1.6 Trendline,2018,1.6 L,g7,5,99 hp,Delantera,No
MCO865654351,Peugeot 2008,70000000,COP,Usado,Sí,Peugeot,5,1.6,Gasolina,26590 km,2008,Automática,1.6 Active,2020,1.6 L,,5,12 hp,4x2,Sí
MCO865476597,Chevrolet Trailblazer Lt 2.8  Diésel Blindaje 2 Plus,188900000,COP,Usado,,Chevrolet,5,2800,Diésel,38 km,Trailblazer,Automática,Lt 2.8,2022,2800 L,,,,4x4,
MCO865655494,Subaru Forester 2015 2.0 Cvt Premium,82000000,COP,Usado,Sí,Subaru,5,2.0,Gasolina,70000 km,Forester,Automática,2.0 Cvt Premium,2015,2 L,,5,148 hp,4x4,Sí
MCO865595449,Peugeot 3008 Allure,112000000,COP,Usado,Sí,Peugeot,5,1.6,Gasolina,29000 km,3008,Automática,1.6 Allure,2020,1.6 L,,5,165 hp,4x2,Sí
MCO865444188,Mercedes Benz,116000000,COP,Usado,Sí,Mercedes-Benz,4,2000 TURBO,Gasolina,20150 km,Clase C,Automática,C2OO EXCLUSIVE 2.0,2017,2000 L,,,,Delantera,
MCO865594838,Kia Rio 2015 1.5 Stylus A.a D.h,27000000,COP,Usado,,Kia,4,1.5,Gasolina,70000 km,Rio,Mecánica,1.5 Stylus,2015,1.5 L,,5,97 hp,Delantera,Sí
MCO865511698,Renault Sandero Expression ,31800000,COP,Usado,,Renault,5,1.6,Gasolina,135000 km,Sandero,Mecánica,1.6 Expression,2015,1.6 L,,5,90 hp,Delantera,Sí
MCO865480373,Ford Fiesta Se 2012 Automatico,34000000,COP,Usado,,Ford,4,1.6,Gasolina,70000 km,Fiesta,Automática,1.6 Sportback Automática,2012,1596 cc,g6,5,120 hp,Delantera,Sí
MCO865504636,Chevrolet Onix Ltz 2022,52000000,COP,Usado,Sí,Chevrolet,5,1400,Gasolina,23000 km,Onix ltz,Mecánica,Ltz 2022,2020,1400 L,,,,Delantera,Sí
MCO865314203,Renault Kwid Outsider 2020,43000000,COP,Usado,No,Renault,4,1000,Gasolina,33000 km,Kwid,Mecánica,Outsider,2020,1000 L,,,,Delantera,Sí
MCO865347635,Volkswagen Amarok Trendline,98000000,COP,Usado,Sí,Volkswagen,4,2.0,Diésel,31316 km,Amarok,Mecánica,2.0 Trendline 4 p,2019,2 L,,5,340 hp,4x4,Sí
MCO865288299,Ford  Ecosport Power Shit 2015,53900000,COP,Usado,,Ford,5,2.0,Gasolina,78000 km,Ecosport,Automática,POWER SHIT,2015,2000 L,,,,4x2,Sí
MCO865242653,Nissan Frontier Np300 4x4,58000000,COP,Usado,,Nissan,2,2.5,Diésel,160000 km,Frontier,Mecánica,2.5l 133 hp 4x4,2014,2.5 L,,2,133 hp,4x4,Sí
MCO865234878,Mazda Cx-5 2018 2.5 Grand Touring Lx Camioneta,125000000,COP,Usado,,Mazda,5,2.5,Gasolina,81000 km,CX-5,Automática,2.5 Grand Touring Lx Camioneta,2018,2.5 L,,5,185 hp,4x4,Sí
MCO865128269,Renault Alaskan Intens Automática Turbo Diesel 2020 Blanca,139900000,COP,Usado,No,Renault,4,2500 TURBO DIESEL 188CABALLOS,Diésel,35000 km,ALASKAN,Automática,Intens Automática,2020,2500 L,,,,4x4,Sí
MCO865008344,Ford Explorer 2017,129800000,COP,Usado,,Ford,5,3.5,Gasolina,65660 km,Explorer,Automática,3.5 Limited,2017,3.5 L,,5,290 hp,4x4,Sí
MCO865033450,Nissan Sentra 1.8 Automático 2016,50990000,COP,Usado,No,Nissan,4,1.8,Gasolina,73435 km,Sentra,Mecánica,1.8 B17 Advance,2016,1.8 L,,5,129 hp,Delantera,No
MCO865038214,Chery Tiggo 2015 1.6l,30000000,COP,Usado,,Chery,5,1.6,Gasolina,90000 km,Tiggo,Mecánica,1.6l,2015,1.6 L,,5,125 hp,4x2,Sí
MCO864866313,Nissan Pathfinder 3.5 Automático 2014,75990000,COP,Usado,No,Nissan,5,3.5,Gasolina,83200 km,Pathfinder,Automática,3.5 R52 Advance,2014,3.5 L,,5,260 hp,4x4,No
MCO865031800,Mazda Cx-30 Grand Touring 2.0 Mod 2021 ,107900000,COP,Usado,,Mazda,5,2.0,Gasolina,8930 km,CX-30,Automática,2.0 Grand Touring Mt,2021,2 L,,5,153 hp,4x2,Sí
MCO865037983,Renault New Koleos Intens 2.5 Mod 2021,123900000,COP,Usado,Sí,Renault,5,2.5,Gasolina,22300 km,Koleos,Automática,2.5 Intens,2021,2.5 L,,5,170 hp,4x4,Sí
MCO865025311,Hyundai Tucson 2.0 Gl 4x4,35000000,COP,Usado,,Hyundai,5,2.0,Gasolina,127000 km,Tucson,Mecánica,2.0 Gl 4x4,2009,1975 cc,,5,142 hp,4x4,Sí
MCO865031395,Chevrolet Aveo Gt,22000000,COP,Usado,,Chevrolet,5,1.4,Gasolina,114000 km,Aveo,Mecánica,1.4 Gti,2007,1399 cc,,5,93 hp,Delantera,Sí
MCO864896275,Hyundai Tucson Ix-35 2.0 Style,68000000,COP,Usado,,Hyundai,5,2.0,Gasolina,77000 km,TUCSON IX-35,Mecánica,2.0 Style,2016,2 L,,5,156 hp,4x2,Sí
MCO864921709,Dodge Journey 2.4 Se 7 Pasajeros 7psj 2.4 L ,49000000,COP,Usado,,Dodge,4,inyection 4c,Gasolina,100000 km,Journey,Automática,2.4 Se 7 pasajeros,2012,2400 cc,,,,Delantera,Sí
MCO865023595,Toyota Burbuja 4.5 M/t 4x4 ,90000000,COP,Usado,,Toyota,5,4.5,Gasolina,183000 km,Burbuja,Mecánica,4.5 Vx Fzj80,1996,,,,,4x4,Sí
MCO865016949,Renault Duster Intens,70500000,COP,Usado,Sí,Renault,5,2.0,Gasolina,66000 km,Duster,Mecánica,Intens,2020,2000 cc,,,,4x4,Sí
MCO865022979,Chevrolet Onix Lt 1.0t Mt 2021,54900000,COP,Usado,Sí,Chevrolet,4,1.0,Gasolina,17000 km,Onix,Mecánica,1.0t Mecánica,2021,1 L,,5,115 hp,Delantera,Sí
MCO864752922,Ford F-150 Raptor 3.5 Svt,243900000,COP,Usado,,Ford,2,3.5,Gasolina,53000 km,F-150,Automática,3.5 Svt Raptor Scab,2017,3.5 L,g13,2,450 hp,4x4,Sí
MCO864828364,Ganga Vendo Van Baic Mz40 2016 1.2 Bj5020xx,29600000,COP,Usado,Sí,Baic,2,1.2,Gasolina,162000 km,Mz40,Mecánica,1.2 Bj5020xx,2016,1.2 L,,2,86 hp,Delantera,Sí
MCO864597482,Mazda Bt-50 Mt 2.6l 4x4 Aa 4ab Abs Gasolina Fe,68900000,COP,Usado,No,Mazda,5,MAZDA,Gasolina,97000 km,BT-50,Mecánica,MT 2.6L 4X4 4AB ABS GASOLINA FE,2014,2600 cc,,,,4x4,Sí
MCO864628802,Suzuki Grand Vitara 2.4 Sz Glx Sport 4x4 Camioneta Mt,75900000,COP,Usado,Sí,Suzuki,5,2.4,Gasolina,67600 km,Grand Vitara,Mecánica,2.4 Sz Glx Sport 4x4,2019,2.4 L,,5,163 hp,4x4,Sí
MCO864634660,Ssangyong Actyon Mt 4x2 2.0cc Diesel,39900000,COP,Usado,,Ssangyong,5,2.000,Diésel,85000 km,Actyon,Mecánica,Mt 4x2 2.0cc Diesel,2013,2000 cc,,,,4x2,Sí
MCO864621843,Seat Ibiza Style Mt,38900000,COP,Usado,,SEAT,5,1.6,Gasolina,71000 km,Ibiza,Mecánica,1.6 Sport,2011,1598 cc,,5,105 hp,Delantera,Sí
MCO866389042,Mazda 3 Sport Touring Mt,60900000,COP,Usado,,Mazda,5,2.0,Gasolina,64000 km,3,Mecánica,2.0 Sport Touring,2017,2 L,,5,153 hp,Delantera,Sí
MCO864608862,Ford Ecosport Se At,54900000,COP,Usado,,Ford,5,2.0,Gasolina,24000 km,Ecosport 2,Mecánica,2.0 Se,2015,2 L,,5,138 hp,4x2,
MCO864590571,Suzuki Grand Vitara Sz At 4x2,41900000,COP,Usado,,Suzuki,5,2.0,Gasolina,105000 km,Grand Vitara,Mecánica,2.0 Sz 4x2,2010,1995 cc,,5,138 hp,4x2,Sí
MCO864602249,Kia Sorento Trust 3.4cc At 7psj 4x4 Techo Cuero,87900000,COP,Usado,,Kia,5,3.3,Gasolina,88500 km,Sorento,Mecánica,3.3,2016,3.3 L,,5,266 hp,4x4,Sí
MCO864634249,Renault Logan Familier 2012,24000000,COP,Usado,No,Renault,4,1.4,Gasolina,108000 km,Logan,Mecánica,1.4 Entry Familier Fii,2012,1390 cc,f ii,5,75 hp,Delantera,Sí
MCO864634186,Renault Logan Privilege,43500000,COP,Usado,Sí,Renault,4,1.6,Gasolina,40000 km,Logan,Mecánica,1.6 Privilege / Intens,2018,1.6 L,,5,105 hp,Delantera,Sí
MCO864585181,Ford Fiesta St ,31500000,COP,Usado,,Ford,4,1.6,Gasolina,100000 km,Fiesta,Mecánica,1.6 Sportback Mecánica,2012,1596 cc,g6,5,120 hp,Delantera,Sí
MCO864601568,Fiat   Cronos  9.0051.4cc Mt  2019,56900000,COP,Usado,,Fiat,5,1.400,Gasolina,9005 km,2019,Mecánica,CRONOS,2019,1400 L,,,,Trasera,Sí
MCO864614524,Mazda 3 Touring,63990000,COP,Usado,,Mazda,4,2.0,Gasolina,58000 km,3,Mecánica,2.0 Touring,2017,2 L,,5,153 hp,Delantera,Sí
MCO864620945,Renault Sandero 2014 1.6 Authentique A.a,29600000,COP,Usado,,Renault,5,1.6,Gasolina,70000 km,Sandero,Mecánica,1.6 Authentique,2014,1.6 L,,5,90 hp,Delantera,Sí
MCO864584750,Ford,58000000,COP,Usado,Sí,Ford,5,3.5,Gasolina,96200 km,Edge,Automática,3.5 Limited Fl,2011,3500 cc,,5,285 hp,4x4,
MCO864620639,Mazda 2 Grand Touring Lx,71500000,COP,Usado,Sí,Mazda,5,1.5,Gasolina,10822 km,2,Automática,1.5 Grand Touring Lx,2021,1.5 L,,5,106 hp,Delantera,Sí
MCO864614174,Toyota Corolla Xli 1.8 Mod 2013,54500000,COP,Usado,Sí,Toyota,4,1.8,Gasolina,62300 km,Corolla,Automática,1.8 Xli,2013,1.8 L,11,5,136 hp,Delantera,Sí
MCO864633303,Toyota,98500000,COP,Usado,,Toyota,5,4.5,Gasolina,191300 km,Burbuja,Automática,4.5 Vx Fzj80,1994,4.5 L,,5,212 hp,4x4,Sí
MCO864614029,Suzuki Vitara All Grip Mt,87000000,COP,Usado,Sí,Suzuki,5,1600,Gasolina,8000 km,Vitara,Mecánica,1.6 All Grip Mt,2022,1600 L,,,,4x4,Sí
MCO864613949,Toyota Fortuner 2019 2.7l Mid,174900000,COP,Usado,,Toyota,5,2.7,Gasolina,23000 km,Fortuner,Automática,2.7l Mid,2019,2.7 L,,5,163 hp,4x2,Sí
MCO864620224,Chevrolet Sail 2018 Mecánico 1.4,38990000,COP,Usado,Sí,Chevrolet,4,1.4,Gasolina,21400 km,Sail,Mecánica,LTZ,2018,1400 L,,,,4x2,No
MCO864594920,Audi Q7 2018 3.0 Tdi Quattro Ambition,168900000,COP,Usado,Sí,Audi,5,3.0,Diésel,39900 km,Q7,Automática,3.0 Tdi Quattro Ambition,2018,2967 cc,,5,249 hp,4x4,Sí
MCO864606784,Ford Escape,77000000,COP,Usado,Sí,Ford,5,2.0,Gasolina,45000 km,Escape,Automática,2.0 Se 240 hp 4x2,2017,2 L,,5,240 hp,4x2,
MCO864450452,Audi,98000000,COP,Usado,,Audi,4,1.8,Gasolina,39400 km,A6,Automática,1.8 Tfsi Ambition,2017,1798 cc,,5,190 hp,Delantera,Sí
MCO864443675,Toyota N6corolla Mc Modelo 2009,34500000,COP,Usado,No,Toyota,4,1.6,Gasolina,103099 km,Corolla,Mecánica,1.6 Xli,2009,1598 cc,g11,5,110 hp,Delantera,Sí
MCO864463094,Toyota Land Cruiser Fj40 1980 Motor 4.5,57000000,COP,Usado,No,Toyota,5,4.2,Gasolina,169000 km,Land Cruiser,Mecánica,4.2 Fj40,1980,4.2 L,,5,135 hp,4x4,Sí
MCO864587737,Toyota Prado Vx Blindaje Nivel 3,65000000,COP,Usado,No,Toyota,5,3.4,Gasolina,311000 km,Prado,Automática,3.4 Vx,2006,3400 cc,,5,180 hp,4x4,Sí
MCO864441420,Renault Scala Modelo 2011,27000000,COP,Usado,Sí,Renault,4,1.6,Gasolina,92317 km,Scala,Mecánica,1.6l,2011,1596 cc,,5,110 hp,Delantera,Sí
MCO864574311,Hyundai Accent Gls,22900000,COP,Usado,,Hyundai,3,1600,Gasolina,126000 km,Accent,Mecánica,1.6 3p,2011,1600 L,,,,,
MCO864505655,Kia,143300000,COP,Usado,Sí,Kia,5,2000,Gasolina,7200 km,Sportage,Automática,GT LINE 2.0,2022,2000 L,,,,4x2,Sí
MCO864359036,Hyundai Tucson Ix-35 Mt 2.0l Turbo Crdi 4x2 175hp Fe,55900000,COP,Usado,No,Hyundai,5,HYUNDAI,Diésel,85000 km,TUCSON IX-35,Mecánica,Mt 2.0l Turbo Crdi 4x2 175hp Fe,2013,2000 cc,,,,4x2,Sí
MCO864376521,Land Rover Discovery Sport Sport,145000000,COP,Usado,,Land Rover,5,,Gasolina,23000 km,Discovery sport,Automática,Sport,2018,,,,,,
MCO864375161,Ford Ecosport 4x4 Mt 2.0cc,33900000,COP,Usado,,Ford,5,2.0,Gasolina,90000 km,Ecosport,Mecánica,2.0 L,2007,1999 cc,,5,138 hp,4x4,
MCO864311175,Chevrolet Tracker Ls Mt ,47900000,COP,Usado,,Chevrolet,5,1.8,Gasolina,78000 km,Tracker,Mecánica,1.8 Ls,2014,1.8 L,,5,138 hp,4x2,
MCO864300755,Ford Ecosport,79800000,COP,Usado,Sí,Ford,5,2.0,Gasolina,11200 km,Ecosport 2,Automática,2.0 FREESTYLE,2020,2000 L,,,,4x4,Sí
MCO864267680,Mazda Cx9 Grand Touring At 2.5 2019 Financiación Hasta 100% ,142000000,COP,Usado,,Mazda,5,,Gasolina,45900 km,CX-9,Automática,grand touring,2019,2500 L,,,,,Sí
MCO864254372,Mazda 6 2008,30000000,COP,Usado,Sí,Mazda,4,2.0,Gasolina,42000 km,6,Mecánica,2.0 Lxnm6,2008,1999 cc,,5,133 hp,Delantera,Sí
MCO864195191,Dodge Journey 2012 3.6 R/t Awd Fl,57990000,COP,Usado,Sí,Dodge,5,3.6,Gasolina,54500 km,Journey,Automática,3.6 R/t Awd Fl,2012,3604 cc,,5,283 hp,4x4,Sí
MCO864225218,Jeep Cherokee 2016,82000000,COP,Usado,No,Jeep,5,3.2,Gasolina,67800 km,Cherokee,Automática,3.2 Longitude,2015,3.2 L,,5,271 hp,4x4,Sí
MCO864225112,Chevrolet Grand Vitara Sport,42500000,COP,Usado,,Chevrolet,3,,Gasolina,114600 km,Grand Vitara,Mecánica,Sport,2011,,,,,,
MCO864204677,Jeep Wrangler 2015 3.6 Rubicon Automatica,128000000,COP,Usado,,Jeep,5,3.6,Gasolina,60000 km,Wrangler,Automática,3.6 Rubicon,2015,3604 cc,,5,285 hp,4x4,Sí
MCO864198198,Bmw Serie 2 2018 2.0 220i F22 Coupe Sportline ,102000000,COP,Usado,Sí,BMW,2,2.0,Gasolina,40000 km,Serie 2,Automática,2.0 220i F22 Coupe Sportline,2018,1997 cc,,2,184 hp,Delantera,Sí
MCO864210184,Hyundai Accent A.a I25  Hb 1600cc Mt,35000000,COP,Usado,,Hyundai,4,inyection,Gasolina,100000 km,Accent i25,Mecánica,Hb 1600cc Mt,2013,1600 cc,,,,Delantera,Sí
MCO863884976,Kia Sorento Blindaje 2 Versión Trust F.e Año 2016 3.4cc,94000000,COP,Usado,No,Kia,5,2.4,Gasolina,89000 km,SORENTO TRUST,Mecánica,BLINDADA NIVEL 2 PLUS,2016,2.4 L,,5,,4x4,Sí
MCO863857901,Dodge Journey 2010 2.4 Se/express,43900000,COP,Usado,Sí,Dodge,5,2.4,Gasolina,70100 km,Journey,Mecánica,2.4 Se/express,2010,2360 cc,,5,173 hp,4x2,Sí
MCO863885472,Kia Sorento Trust Zenith 3.3 At 2019,127900000,COP,Usado,Sí,Kia,5,3.3,Gasolina,44000 km,Sorento,Automática,3.3,2019,3.3 L,,5,266 hp,4x4,Sí
MCO863840775,Seat Ateca Style Sport 1.4 Tsi Aut 4x2 Jvx645,114500000,COP,Usado,No,SEAT,5,1400,Gasolina,10016 km,Ateca,Automática,STYLE SPORT,2022,1400 L,,,,4x2,
MCO863816339,Renault Sandero Life Mec 1.6 Fe Jks333,38500000,COP,Usado,No,Renault,5,1.6,Gasolina,41057 km,Sandero,Mecánica,1.6 Authentique / Life,2018,1.6 L,,5,85 hp,Delantera,Sí
MCO863739272,Chevrolet Traverse Lt 3.6 Aut 4x4 Mux363,62500000,COP,Usado,No,Chevrolet,5,3.6,Gasolina,100273 km,Traverse,Automática,3.6l Lt,2013,3564 cc,,5,281 hp,4x4,
MCO863784481,Porsche 718 Cayman Modelo 2018 Motor 2.0 Turbo Biplaza,327000000,COP,Usado,Sí,Porsche,2,2.0,Gasolina,13000 km,718,Automática,2.0 Cayman,2018,2 L,,2,300 hp,Delantera,Sí
MCO863815713,Audi Q3 Atraccion 1.4 T Aut Gsl Eoz254,97500000,COP,Usado,No,Audi,5,1.4,Gasolina,25446 km,Q3,Automática,1.4 Tfsi Attraction,2018,1395 cc,,5,150 hp,4x2,Sí
MCO863815496,Dodge Durango Srt 4x4 392 Mod 2020 Blindaje 2 Ultraliviano,359800000,COP,Usado,Sí,Dodge,5,Gasolina,Gasolina,11000 km,Durango,Automática,SRT 932,2020,6400 L,,,,4x4,Sí
MCO863571822,Mazda Cx-30 Grand Touring 2.0 Mod 2021,104000000,COP,Usado,Sí,Mazda,5,2.0,Gasolina,18947 km,CX-30,Automática,2.0 Grand Touring Mt,2021,2 L,,5,153 hp,4x2,Sí
MCO863571276,Hyundai Terracan 3.5  4x4 ,33600000,COP,Usado,No,Hyundai,5,3.5,Gasolina,127000 km,Terracan,Mecánica,Terracan 3.5 4x4,2004,,,,,4x4,Sí
MCO863788172,Toyota Fj-cruiser 4.0 Tp Limited,224000000,COP,Nuevo,,Toyota,4,4.0,Gasolina,0 km,Fj Cruiser,Automática,FJ-CRUISER 4.0 TP LIMITED,2022,,,,,4x4,Sí
MCO863570390,Dodge Ram 2014 5.7 2500 Crew Cab Laramie Blindada,115800000,COP,Usado,,Dodge,4,5.7,Gasolina,61000 km,Ram,Automática,5.7 2500 Crew Cab Laramie 390 hp,2014,5.7 L,,2,390 hp,4x4,Sí
MCO863781030,Mazda Cx-5,114000000,COP,Usado,Sí,Mazda,5,2.0,Gasolina,28000 km,CX-5,Automática,2.0 Touring Camioneta,2020,2 L,,5,152 hp,4x4,Sí
MCO863481533,Renault,25000000,COP,Usado,,Renault,5,1.6,Gasolina,117000 km,Kangoo,Mecánica,1.6 Express 5 p,2011,1598 cc,,5,95 hp,Delantera,Sí
MCO863531543,Nissan Frontier Np300 2.5 Dsl 4x4 2019,110000000,COP,Usado,,Nissan,4,2.5,Diésel,78000 km,NP300 Frontier,Mecánica,Np300,2019,2500 L,,,,4x4,
MCO863531392,Bmw 435i M-pack 3.0t Automático 235i 240i 420i 430i M4 M3,119800000,COP,Usado,,BMW,2,,Gasolina,61000 km,Serie 4,Automática,435i F32 Coupé M Sport,2014,3000 L,,,,Trasera,Sí
MCO863416593,Chevrolet Equinox Ls 1.5 Automatica 4x2,89900000,COP,Usado,,Chevrolet,5,1.5,Gasolina,65600 km,Equinox,Automática,1.5 Ls,2018,1.5 L,,5,170 hp,4x2,Sí
MCO865866818,Volkswagen Polo Trendline 1.6 Mt 2016 2ab Abs Ved Aa Rc14,48800000,COP,Usado,No,Volkswagen,5,1.6,Gasolina,49000 km,Polo,Mecánica,1.6 Trendline,2016,1.6 L,,5,105 hp,Delantera,Sí
MCO863402867,Nissan Frontier 2019 2.5l Asl Gasolina,88900000,COP,Usado,,Nissan,2,2.5,Gasolina,83000 km,Frontier,Mecánica,2.5l Asl Gasolina,2019,2.5 L,,2,158 hp,4x2,Sí
MCO863433185,Bmw Serie 3 1994 2.5 325i E36 Cabriolet,55000000,COP,Usado,,BMW,2,2.5,Gasolina,118300 km,Serie 3,Automática,2.5 325i E36 Cabriolet,1994,2.5 L,,2,192 hp,Trasera,Sí
MCO863402226,Mitsubishi L200 Sportero 4x4 2500cc Tdi Mt Aa Ab Abs Dh Fe,68300000,COP,Usado,,Mitsubishi,4,Mitsubishi,Diésel,114000 km,L200 SPORTERO,Mecánica,4X4 2500CC TDi MT AA AB ABS DH FE,2011,2500 cc,,,,4x4,Sí
MCO863426672,Chevrolet Sail 2016 Mecánico 1.4,35990000,COP,Usado,No,Chevrolet,4,1.4,Gasolina,24691 km,Sail,Mecánica,LTZ,2016,1400 L,,,,4x2,No
MCO863443137,Audi Q3 1.4 Tfsi St Sport Line,99800000,COP,Usado,Sí,Audi,5,1.4,Gasolina,42000 km,Q3,Automática,1.4 Tfsi Sportline,2018,1395 cc,,5,150 hp,4x2,Sí
MCO863182191,Land Rover Range Rover Evoque 2017,180000000,COP,Usado,Sí,Land Rover,5,2000,Gasolina,51098 km,Range Rover,Automática,EVOQUE,2017,1999 L,,,,4x4,Sí
MCO863398010,Mercedes-benz Clase Cla 1.6 Essential,95800000,COP,Usado,No,Mercedes-Benz,2,1.6,Gasolina,38000 km,Clase CLA,Automática,1.6 Essential,2018,1595 cc,,2,,Delantera,Sí
MCO863065789,Ford Explorer 2.3 Automática 2020,172990000,COP,Usado,Sí,Ford,5,2.3,Gasolina,8106 km,Explorer,Automática,2.3 Limited 4x4,2020,2.3 L,,5,280 hp,4x4,Sí
MCO863135966,Audi Q5 3.0 Automática 2015,89990000,COP,Usado,No,Audi,5,3.0,Gasolina,55910 km,Q5,Automática,3.0 Tfsi Attraction,2015,2995 cc,,5,272 hp,4x4,No
MCO863059988,Mazda Cx-5 2017 2.5 Grand Touring,95900000,COP,Usado,,Mazda,5,2.5,Gasolina,58000 km,CX-5,Automática,2.5 Grand Touring,2017,2.5 L,,5,185 hp,4x4,Sí
MCO863036551,Toyota Prado 2019 3.0 Tx-l Fl 2,247900000,COP,Usado,,Toyota,5,3.0,Diésel,53500 km,Prado,Automática,3.0 Tx-l Fl 2,2019,3 L,,5,170 hp,4x4,Sí
MCO862947157,Chevrolet Tracker Turbo Premier  2022 ,94990000,COP,Usado,Sí,Chevrolet,5,turbo,Gasolina,12900 km,Turbo premier,Automática,Premier full,2022,1200 cc,,,,Delantera,Sí
MCO862912660,Volvo Xc90 T6 Inscription 2.0,229900000,COP,Usado,Sí,Volvo,5,2.0,Gasolina,17000 km,XC90,Automática,2.0 T6 Awd Inscription,2020,2 L,,5,320 hp,4x4,Sí
MCO862951023,Kia Cerato Pro Sx 2g 2017,70000000,COP,Usado,Sí,Kia,4,,Gasolina,12500 km,CERATO PRO,Automática,SX 2G,2017,1600 L,,,,4x2,Sí
MCO862950624,Toyota Sequoia 5.7 Mod 2019 Blindada,410000000,COP,Usado,,Toyota,5,,Gasolina,56327 km,Sequoia,Automática,SEQUIOA,2019,5700 L,,,,4x4,Sí
MCO862830864,Subaru Forester,62000000,COP,Usado,,Subaru,5,2.0,Gasolina,46000 km,Forester,Mecánica,2.0 X,2012,2000 cc,,5,160 hp,4x4,Sí
MCO862924689,Porsche Cayenne Turbo 2014 Automático 5.0,284990000,COP,Usado,No,Porsche,5,3.6,Gasolina,41200 km,Cayenne,Automática,3.6 V6 Lux,2014,3.6 L,,5,300 hp,4x4,Sí
MCO863027234,Mazda 3 1.6 Mt,26900000,COP,Usado,Sí,Mazda,4,1.6,Gasolina,139000 km,3,Mecánica,3 1600cc MT,2007,,,,,4x2,Sí
MCO862924614,Kia,47600000,COP,Usado,Sí,Kia,4,1250,Gasolina,56200 km,Rio,Mecánica,RIO UB EX R,2017,1250 L,,,,Delantera,
